fclt_name,sgnr_nm,legalemd_nm
탐라신화공원,제주시,조천읍 선흘리
닥종이 인형 전시관,서귀포시,법환동
파파월드,제주시,애월읍 소길리
타임파크,제주시,한경면 저지리
제주대학교 박물관,제주시,아라일동
국립현대미술관(과천),과천시,막계동
국립현대미술관(서울),종로구,소격동
국립현대미술관(덕수궁),중구,정동
국립현대미술관 미술품수장센터(청주),청주시,내덕동
겸재정선미술관,강서구,가양동
남서울미술관,관악구,남현동
서울시립미술관,중구,서소문동
성북구립미술관,성북구,성북동
종로구립 박노수미술관,종로구,옥인동
종로구립 고희동미술관,종로구,원서동
63아트,영등포구,여의도동
JCC아트센터,종로구,혜화동
K현대미술관,강남구,신사동
OCI미술관,종로구,수송동
금호미술관,종로구,사간동
김세중미술관,용산구,효창동
대림미술관,종로구,통의동
디뮤지엄(대림미술관 분관),용산구,한남동
밀알미술관,강남구,일원동
사비나미술관,은평구,진관동
삼성미술관 Leeum,용산구,한남동
상원미술관,종로구,평창동
성곡미술관,종로구,신문로2가
세종문화회관 미술관,종로구,세종로
세화미술관,종로구,신문로1가
소마미술관,송파구,방이동
아라리오뮤지엄 인 스페이스,종로구,원서동
아르코미술관,종로구,동숭동
아모레퍼시픽미술관,용산구,한강로2가
아트선재센터,종로구,소격동
아트센터 나비 미술관,종로구,서린동
예술의전당 서울서예박물관,서초구,서초동
예술의전당 한가람디자인미술관,서초구,서초동
예술의전당 한가람미술관,서초구,서초동
유리지공예관,서초구,우면동
일민미술관,종로구,세종로
자하미술관,종로구,부암동
코리아나미술관,강남구,신사동
토탈미술관,종로구,평창동
포스코미술관,강남구,대치동
한미사진미술관,송파구,방이동
(재)한원미술관,서초구,서초동
헬로우뮤지움,성동구,성수동2가
환기미술관,종로구,부암동
롯데뮤지엄,송파구,신천동
서울과학기술대학교 미술관,노원구,공릉동
서울대학교 미술관,관악구,신림동
인덕대학교 아정미술관,노원구,월계동
한양여자대학교 미술관,성동구,사근동
숙명여자대학교 문신미술관,용산구,청파동2가
부산광역시립미술관,해운대구,우동
부산광역시현대미술관,사하구,하단동
DOT(디오티)미술관,금정구,장전동
고은사진미술관,해운대구,우동
킴스아트필드미술관,금정구,금성동
한광미술관,중구,중앙동4가
경성대학교 미술관,남구,대연동
동아대학교 석당미술관,서구,부민동2가
대구문화예술회관 미술관,달서구,성당동
대구미술관,수성구,삼덕동
경북대학교 미술관,북구,산격동
계명대학교 극재미술관,남구,대명동
인천광역시 송암미술관,미추홀구,학익동
인천아트플랫폼,중구,해안동1가
더리미미술관,강화군,선원면 신정리
전원미술관,강화군,송해면 솔정리
해든뮤지움,강화군,길상면 장흥리
광주시립미술관,북구,운암동
시화문화마을 금봉미술관,북구,각화동
양림미술관,남구,양림동
이강하 미술관,남구,양림동
국윤미술관,동구,소태동
드영미술관,동구,운림동
무등현대미술관,동구,운림동
소암미술관,남구,서동
우제길미술관,동구,운림동
은암미술관,동구,대의동
의재미술관,동구,운림동
주안미술관,동구,대인동
조선대학교 미술관,동구,서석동
광주대학교 호심미술관,남구,진월동
대전시립미술관,서구,만년동
이응노미술관,서구,만년동
성암미술관,유성구,봉명동
남철미술관(휴관),서구,괴정동
여진불교미술관(휴관),유성구,탑립동
경기도미술관,안산시,초지동
아람미술관,고양시,마두동
단원미술관,안산시,성포동
백남준아트센터,용인시,상갈동
성남큐브미술관,성남시,야탑동
수원시립아이파크미술관,수원시,신풍동
양주시립장욱진미술관,양주시,장흥면 석현리
양평군립미술관,양평군,양평읍 양근리
여주세계생활도자관,여주시,천송동
오산시립미술관,오산시,은계동
이천시립월전미술관,이천시,관고동
C아트뮤지엄,양평군,양동면 단석리
CICA미술관,김포시,양촌읍 학운리
 가일미술관,가평군,청평면 삼회리
구하우스 미술관,양평군,서종면 문호리
남송미술관,가평군,북면 백둔리
닻미술관,광주시,초월읍 대쌍령리
마가미술관,용인시,모현읍 동림리
맥아트미술관,안산시,대부남동
모란미술관,남양주시,화도읍 월산리
미누현대미술관,성남시,신흥동
미메시스 아트 뮤지엄,파주시,문발동
백영수미술관,의정부시,호원동
보름산미술관,김포시,고촌읍 신곡리
블루메미술관,파주시,탄현면 법흥리
서호미술관,남양주시,화도읍 금남리
 선바위미술관,과천시,과천동
설미재미술관,가평군,설악면 신천리
소전미술관,시흥시,대야동
아트센터화이트블럭,파주시,탄현면 법흥리
안상철미술관,양주시,백석읍 기산리
안젤리미술관,용인시,이동읍 묵리
어우재미술관,여주시,점동면 관한리
엄미술관,화성시,봉담읍 수기리
영은미술관,광주시,쌍령동
유리섬미술관,안산시,대부남동
이영미술관,용인시,영덕동
일지미술관,가평군,조종면 현리
정문규미술관,안산시,선감동
종이미술관,안산시,대부남동
죽포미술관,여주시,산북면 명품리
포마 자동차디자인미술관,고양시,향동동
한국미술관,용인시,마북동
해움미술관,수원시,교동
현대어린이책미술관 MOKA,성남시,백현동
소다미술관,화성시,안녕동
한향림도자미술관,파주시,탄현면 법흥리
한강뮤지엄,남양주시,와부읍 팔당리
Art Rin Museum,파주시,광탄면 기산리
DIMA 아트센터,안성시,삼죽면 진촌리
KUMA 계원예술대학교 미술관,의왕시,내손동
신구대학교 식물원 갤러리 우촌,성남시,상적동
강릉시립미술관,강릉시,교동
내설악예술인촌 공공미술관,인제군,북면 한계리
양구군립 박수근미술관,양구군,양구읍 정림리
진부령미술관,고성군,간성읍 흘리
KT&G 상상마당 춘천 아트갤러리,춘천시,삼천동
국제현대미술관,영월군,영월읍 삼옥리
권진규미술관(휴관),춘천시,동면 월곡리
내설악 백공미술관,인제군,북면 용대리
뮤지엄 산(청조갤러리),원주시,지정면 월송리
바우지움조각미술관,고성군,토성면 원암리
석봉도자기미술관,속초시,교동
오랜미래신화미술관,원주시,문막읍 취병리
월산미술관,동해시,삼화동
이상원미술관,춘천시,사북면 지암리
일현미술관,양양군,손양면 동호리
춘천미술관,춘천시,옥천동
쾌연재도자미술관,영월군,한반도면 옹정리
하슬라아트월드야외미술관,강릉시,강동면 정동진리
정선507미술관,정선군,정선읍 광하리
관아갤러리,충주시,성내동
진천군립생거판화미술관,진천군,진천읍 장관리
청주시립미술관,청주시,사직동
청주시립미술관 분관(대청호미술관),청주시,문의면 문산리
청주시 한국공예관,청주시,내덕동
성마루미술관,충주시,대소원면 장성리
쉐마미술관,청주시,내수읍 원통리
스페이스몸 미술관,청주시,가경동
신미술관(휴관),청주시,사직동
우민아트센터,청주시,북문로3가
운보미술관,청주시,내수읍 형동리
고암이응노생가기념관,홍성군,홍북읍 중계리
천안시립미술관,천안시,성남면 용원리
당림미술관,아산시,송악면 외암리
리각미술관,천안시,유량동
모산조형미술관,보령시,성주면 개화리
임립미술관,공주시,계룡면 기산리
수덕사 선미술관,예산군,덕산면 사천리
아미미술관,당진시,순성면 성북리
선화기독교미술관(휴관),논산시,벌곡면 한삼천리
남원시립김병종미술관,남원시,어현동
벽천미술관,김제시,부량면 신용리
순창공립미술관,순창군,순창읍 남계리
익산예술의전당미술관,익산시,어양동
전라북도립미술관,완주군,구이면 원기리
정읍시립미술관,정읍시,시기동
최북미술관,무주군,무주읍 당산리
W미술관,익산시,어양동
교동미술관,전주시,풍남동3가
금구원야외조각미술관,부안군,변산면 도청리
누벨백미술관,전주시,효자동2가
수지미술관,남원시,수지면 초리
예깊미술관,군산시,명산동
이당미술관,군산시,영화동
전주미술관,전주시,중앙동4가
휘목미술관,부안군,진서면 운호리
산속등대미술관,완주군,소양면 해월리
장수미술관,장수군,계남면 궁양리
남도전통미술관,진도군,의신면 사천리
노적봉예술공원 미술관,목포시,유달동
무안군오승우미술관,무안군,삼향읍 왕산리
보성군립백민미술관,보성군,문덕면 죽산리
영암군립하정웅미술관,영암군,군서면 서구림리
아산조방원미술관,곡성군,옥과면 옥과리
함평군립미술관,함평군,함평읍 수호리
화순군립석봉미술관,화순군,화순읍 동구리
갓바위미술관,목포시,명륜동
강진미술관,강진군,강진읍 동성리
경훈미술관,목포시,산정동
공예미술관 보임쉔,담양군,대전면 응용리
나절로미술관,진도군,임회면 상만리
남포미술관,고흥군,영남면 양사리
다산미술관,화순군,사평면 다산리
대담미술관,담양군,담양읍 향교리
도화헌미술관,고흥군,도화면 구암리
모긴미술관,순천시,황전면 선변리
섬인섬 연홍미술관,고흥군,금산면 신전리
소소미술관,화순군,도곡면 원화리
소아르미술관,화순군,화순읍 이십곡리
솔마루미술관,진도군,군내면 분토리
아천미술관,영암군,신북면 모산리
아트센터신선미술관,목포시,상동
여수미술관,여수시,학동
영산미술관,영암군,삼호읍 산호리
우종미술관,보성군,조성면 대곡리
잠월미술관,함평군,해보면 산내리
장전미술관,진도군,임회면 삼막리
진도현대미술관,진도군,진도읍 교동리
학명미술관,강진군,성전면 월남리
행촌미술관,해남군,해남읍 해리
경주솔거미술관,경주시,천군동
경주예술의전당 알천미술관,경주시,황성동
군립청송야송미술관,청송군,진보면 신촌리
김천시립미술관,김천시,황금동
포항시립미술관,포항시,환호동
시안미술관,영천시,화산면 가상리
신풍미술관,예천군,지보면 신풍리
영담한지미술관,청도군,운문면 방음리
우양미술관,경주시,신평동
향암미술관,울진군,온정면 소태리
대구가톨릭대학교 김종복미술관,경산시,하양읍 금락리
경남도립미술관,창원시,퇴촌동
김해문화의전당 윤슬미술관,김해시,내동
진주시립이성자미술관,진주시,충무공동
창원시립마산문신미술관,창원시,추산동
클레이아크김해미술관,김해시,진례면 송정리
대산미술관,창원시,대산면 유등리
리미술관,사천시,사천읍 평화리
전혁림미술관,통영시,봉평동
통영옻칠미술관,통영시,용남면 화삼리
우주미술관,사천시,정동면 고읍리
서귀포시기당미술관,서귀포시,서홍동
소암기념관,서귀포시,서귀동
이중섭미술관,서귀포시,서귀동
제주도립 김창열미술관,제주시,한림읍 월림리
제주도립미술관,제주시,연동
제주추사관,서귀포시,대정읍 안성리
제주현대미술관,제주시,한경면 저지리
그리스신화박물관,제주시,한림읍 금악리
김영갑갤러리두모악미술관,서귀포시,성산읍 삼달리
돌하르방미술관,제주시,조천읍 북촌리
박물관은살아있다,서귀포시,색달동
성안미술관,제주시,아라일동
아라리오뮤지엄 탑동시네마,제주시,삼도이동
왈종미술관,서귀포시,동홍동
유민미술관,서귀포시,성산읍 고성리
포토갤러리자연사랑미술관,서귀포시,표선면 가시리
러브랜드 미술관,제주시,연동
제주옹기숨미술관,제주시,해안동
제주유리의성,제주시,한경면 저지리
제주조각공원,서귀포시,안덕면 덕수리
빛의 벙커 (제주 성산 AMIEX 전시관),서귀포시,성산읍 고성리
김택화미술관,제주시,조천읍 신흥리
강동아트센터,강동구,상일동
강북문화예술회관,강북구,수유동
관악문화관도서관,관악구,신림동
나루아트센터,광진구,자양동
구로아트밸리 예술극장,구로구,구로동
금나래아트홀,금천구,시흥동
노원문화예술회관,노원구,중계동
마포아트센터,마포구,대흥동
서대문문화체육회관,서대문구,홍은동
서초문화예술회관,서초구,양재동
성동문화회관,성동구,행당동
성수문화복지회관,성동구,성수동1가
양천문화회관,양천구,신정동
영등포아트홀,영등포구,당산동3가
용산아트홀,용산구,이태원동
은평문화예술회관,은평구,녹번동
충무아트센터,중구,흥인동
종로문화체육센터,종로구,사직동
재단법인 세종문화회관,종로구,세종로
구로구민회관,구로구,구로동
도봉구민회관,도봉구,창동
금정문화회관,금정구,구서동
부산문화회관,남구,대연동
부산예술회관,남구,대연동
부산시민회관,동구,범일동
동래문화회관,동래구,명륜동
부산광역시 북구 문화예술회관,북구,덕천동
영도문화예술회관,영도구,동삼동
해운대문화회관,해운대구,좌동
영화의전당,해운대구,우동
을숙도문화회관,사하구,하단동
민주공원 공연장,중구,영주동
대덕문화전당,남구,대명동
아양아트센터,동구,효목동
서구문화회관,서구,이현동
대구오페라하우스,북구,칠성동2가
어울아트센터,북구,관음동
봉산문화회관,중구,봉산동
대구콘서트하우스,중구,태평로2가
수성아트피아,수성구,지산동
웃는얼굴아트센터,달서구,장기동
대구문화예술회관,달서구,성당동
달성문화센터,달성군,다사읍 매곡리
중구문화회관,중구,신흥동3가
인천수봉문화회관,미추홀구,숭의동
트라이보울,연수구,송도동
아트센터 인천,연수구,송도동
남동소래아트홀,남동구,논현동
인천문화예술회관,남동구,구월동
부평아트센터,부평구,십정동
계양문화회관,계양구,계산동
인천서구문화회관,서구,가정동
강화문예회관,강화군,강화읍 국화리
광주문화예술회관,북구,운암동
서구문화센터,서구,금호동
5·18기념문화센터,서구,쌍촌동
광주남구문화예술회관,남구,봉선동
빛고을시민문화관,남구,구동
광산문화예술회관,광산구,송정동
동구문화센터,동구,소태동
대전예술의전당,서구,만년동
대전시립연정국악원,서구,만년동
관저문예회관,서구,관저동
대전예술가의집,중구,문화동
대덕문예회관,대덕구,읍내동
울산문화예술회관,남구,달동
중구문화의전당,중구,성안동
꽃바위문화관,동구,방어동
북구문화예술회관,북구,연암동
울주문화예술회관,울주군,범서읍 천상리
세종문화예술회관,세종특별자치시,조치원읍 침산리
경기아트센터,수원시,인계동
수원SK아트리움,수원시,정자동
수원시민회관,수원시,매산로3가
고양시문예회관,고양시,주교동
고양아람누리,고양시,마두동
고양어울림누리,고양시,성사동
용인포은아트홀,용인시,죽전동
용인시문예회관,용인시,김량장동
문화예술원 마루홀,용인시,삼가동
성남아트센터,성남시,야탑동
부천시민회관,부천시,중동
복사골문화센터,부천시,상동
동탄복합문화센터,화성시,반송동
유앤아이센터,화성시,병점동
모두누림센터,화성시,남양읍 남양리
안산문화예술의전당,안산시,고잔동
다산아트홀,남양주시,다산동
안앙아트센터,안양시,안양동
평촌아트홀,안양시,호계동
남부문화예술회관,평택시,비전동
북부문화예술회관,평택시,서정동
서부문화예술회관,평택시,안중읍 학현리
파주시민회관,파주시,금촌동
문산행복센터,파주시,문산읍 선유리
운정행복센터,파주시,와동동
솔가람아트홀,파주시,와동동
의정부예술의전당,의정부시,의정부동
김포아트홀,김포시,사우동
남한산성아트홀,광주시,송정동
광명시민회관,광명시,철산동
군포문화예술회관,군포시,산본동
하남문화예술회관,하남시,덕풍동
오산문화예술회관,오산시,오산동
양주시문화예술회관,양주시,광적면 광석리
이천아트홀,이천시,중리동
구리아트홀,구리시,교문동
안성맞춤아트홀,안성시,현수동
포천반월아트홀,포천시,군내면 하성북리
양평군민회관,양평군,양평읍 양근리
세종국악당,여주시,하동
동두천시민회관,동두천시,상패동
가평문화예술회관,가평군,가평읍 대곡리
과천시민회관,과천시,중앙동
연천수레울아트홀,연천군,연천읍 옥산리
춘천문화예술회관,춘천시,효자동
치악예술관,원주시,명륜동
원주백운아트홀,원주시,무실동
강릉단오제전수교육관,강릉시,노암동
강릉아트센터,강릉시,교동
동해문화예술회관,동해시,천곡동
태백문화예술회관,태백시,황지동
속초문화예술회관,속초시,영랑동
삼척문화예술회관,삼척시,성남동
홍천문화예술회관,홍천군,홍천읍 갈마곡리
횡성문화예술회관,횡성군,횡성읍 읍하리
영월문화예술회관,영월군,영월읍 영흥리
평창문화예술회관,평창군,평창읍 종부리
아리랑센터,정선군,정선읍 애산리
정선군문화예술회관,정선군,정선읍 봉양리
화강문화센터,철원군,서면 와수리
화천문화예술회관,화천군,화천읍 하리
양구문화복지센터,양구군,양구읍 상리
인제하늘내린센터,인제군,인제읍 남북리
고성군문화복지센터,고성군,거진읍 송포리
양양문화복지회관,양양군,양양읍 연창리
청주예술의전당,청주시,사직동
청주아트홀,청주시,사직동
충주문화회관,충주시,성내동
제천시문화회관,제천시,화산동
보은문화예술회관,보은군,보은읍 이평리
옥천문화예술회관,옥천군,옥천읍 문정리
영동복합문화예술회관,영동군,영동읍 매천리
증평문화회관,증평군,증평읍 연탄리
화랑관,진천군,진천읍 교성리
괴산문화예술회관,괴산군,괴산읍 동부리
음성문화예술회관,음성군,음성읍 읍내리
단양문화예술회관,단양군,단양읍 별곡리
계룡문화예술의전당,계룡시,엄사면 유동리
공주문예회관,공주시,웅진동
금산다락원,금산군,금산읍 중도리
부여국악의전당,부여군,규암면 합정리
서산시문화회관,서산시,읍내동
청양문화예술회관,청양군,청양읍 송방리
태안군문화예술회관,태안군,태안읍 동문리
홍주문화회관,홍성군,홍성읍 옥암리
논산문화예술회관,논산시,내동
보령문화예술회관,보령시,명천동
아산시평생학습관,아산시,용화동
예산군문예회관,예산군,예산읍 예산리
충청남도 문예회관,예산군,삽교읍 목리
천안예술의전당,천안시,성남면 용원리
천안시시민문화여성회관 신부문화회관,천안시,신부동
"천안시민문화여성회관,성환문화회관",천안시,성환읍 성월리
당진문예의전당,당진시,읍내동
서천문예의전당,서천군,서천읍 군사리
전주덕진예술회관,전주시,덕진동2가
한국소리문화의전당,전주시,덕진동1가
전라북도예술회관,전주시,화서동
전주한벽문화관,전주시,교동
군산예술의전당,군산시,지곡동
솜리문화예술회관,익산시,마동
익산예술의전당,익산시,어양동
정읍사예술회관,정읍시,시기동
연지아트홀,정읍시,연지동
춘향문화예술회관,남원시,어현동
김제문화예술회관,김제시,교동
완주문화예술회관,완주군,용진읍 운곡리
향토예술문화회관,완주군,삼례읍 신금리
장수한누리전당,장수군,장수읍 두산리
순창군 향토회관,순창군,순창읍 남계리
고창문화의전당,고창군,고창읍 읍내리
부안예술회관,부안군,부안읍 서외리
목포문화예술회관,목포시,용해동
목포시민문화체육센터,목포시,옥암동
시민회관,여수시,광무동
순천시문화예술회관,순천시,석현동
나주문화에술회관,나주시,송월동
광양문화예술회관,광양시,광양읍 우산리
담양문화회관,담양군,담양읍 지침리
곡성레저문화센터,곡성군,곡성읍 읍내리
구례문화예술회관,구례군,구례읍 봉동리
고흥문화회관,고흥군,고흥읍 호형리
보성군문화예술회관,보성군,보성읍 보성리
장흥문화예술회관,장흥군,장흥읍 남동리
해남문화예술회관,해남군,해남읍 성내리
승달문화예술회관,무안군,무안읍 교촌리
영광예술의전당,영광군,영광읍 남천리
장성문화예술회관,장성군,장성읍 기산리
완도 문화예술의 전당,완도군,완도읍 가용리
진도향토문화회관,진도군,진도읍 동외리
강진아트홀,강진군,강진읍 남성리
남도소리울림터,무안군,삼향읍 남악리
GS칼텍스 예울마루,여수시,시전동
포항문화예술회관,포항시,대도동
대잠홀,포항시,대잠동
중앙아트홀,포항시,덕산동
경주예술의전당,경주시,황성동
서라벌문화회관,경주시,사정동
김천시문화예술회관,김천시,삼락동
김천시립문화회관,김천시,남산동
안동문화예술의전당,안동시,안흥동
구미문화예술회관,구미시,송정동
강동복지문화예술회관,구미시,구평동
영주문화예술회관,영주시,가흥동
영주시민회관,영주시,영주동
영천시민회관,영천시,문외동
상주문화회관,상주시,남성동
문경문화예술회관,문경시,점촌동
경산시민회관,경산시,계양동
의성문화회관,의성군,의성읍 중리리
청송문화예술회관,청송군,청송읍 금곡리
영양군 문화체육센터,영양군,영양읍 서부리
예주문화예술회관,영덕군,영해면 성내리
대가야문화누리,고령군,대가야읍 지산리
성주군문화예술회관,성주군,성주읍 성산리
칠곡군 교육문화회관,칠곡군,왜관읍 석전리
예천군문화회관,예천군,예천읍 서본리
울진문화예술회관,울진군,후포면 삼율리
울릉한마음회관,울릉군,울릉읍 도동리
삼국유사문화회관,군위군,군위읍 동부리
성산아트홀,창원시,용호동
3∙15 아트센터,창원시,양덕동
진해구민회관,창원시,태백동
경상남도문화예술회관,진주시,칠암동
통영시민문화회관,통영시,동호동
통영국제음악당,통영시,도남동
사천시문화에술회관,사천시,동림동
김해문화의전당,김해시,내동
김해서부문화센터,김해시,율하동
밀양아리랑아트센터,밀양시,교동
거제문화예술회관,거제시,장승포동
양산문화예술회관,양산시,남부동
의령군민문화회관,의령군,의령읍 동동리
함안문화예술회관,함안군,가야읍 도항리
창녕문화예술회관,창녕군,창녕읍 교리
고성군문화체육센터,고성군,고성읍 기월리
남해문화센터,남해군,남해읍 차산리
하동문화예술회관,하동군,하동읍 읍내리
산청문화예술회관,산청군,금서면 매촌리
함양문화예술회관,함양군,함양읍 교산리
거창군문화센터,거창군,거창읍 김천리
합천군문화예술회관,합천군,합천읍 합천리
제주특별자치도 문예회관,제주시,일도이동
제주아트센터,제주시,오라이동
서귀포예술의전당,서귀포시,서홍동
종로문화원,종로구,사간동
중구문화원,중구,장교동
용산문화원,용산구,원효로4가
성동문화원,성동구,행당동
광진문화원,광진구,구의동
동대문문화원,동대문구,용두동
중랑문화원,중랑구,면목동
성북문화원,성북구,동소문동1가
강북문화원,강북구,수유동
도봉문화원,도봉구,창동
노원문화원,노원구,공릉동
은평문화원,은평구,녹번동
서대문문화원,서대문구,홍은동
마포문화원,마포구,신공덕동
양천문화원,양천구,신정동
강서문화원,강서구,화곡동
구로문화원,구로구,고척동
금천문화원,금천구,시흥동
영등포문화원,영등포구,영등포동
동작문화원,동작구,상도동
관악문화원,관악구,신림동
서초문화원,서초구,양재동
강남문화원,강남구,역삼동
송파문화원,송파구,잠실동
강동문화원,강동구,천호동
서구문화원,서구,아미동2가
동구문화원,동구,수정동
영도문화원,영도구,동삼동
부산진문화원,부산진구,부암동
동래문화원,동래구,명륜동
남구문화원,남구,용호동
낙동문화원,북구,덕천동
해운대문화원,해운대구,재송동
사하문화원,사하구,하단동
금정문화원,금정구,구서동
강서문화원,강서구,대저1동
연제문화원,연제구,거제동
수영문화원,수영구,광안동
사상문화원,사상구,학장동
기장문화원,기장군,기장읍 청강리
중구문화원,중구,봉산동
동구팔공문화원,동구,백안동
서구문화원,서구,이현동
남구문화원,남구,대명동
북구문화원,북구,관음동
수성문화원,수성구,두산동
달서구문화원,달서구,장기동
달성문화원,달성군,현풍읍 상리
중구문화원,중구,신흥동3가
화도진문화원,동구,송림동
미추홀학산문화원,미추홀구,용현동
연수문화원,연수구,청학동
남동문화원,남동구,논현동
부평문화원,부평구,삼산동
계양문화원,계양구,계산동
서구문화원,서구,가정동
강화문화원,강화군,강화읍 남산리
옹진문화원,옹진군,신흥동3가
동구문화원,동구,궁동
서구문화원,서구,금호동
남구문화원,남구,봉선동
북구문화원,북구,중흥동
광산문화원,광산구,소촌동
동구문화원,동구,가오동
중구문화원,중구,대흥동
서구문화원,서구,탄방동
유성문화원,유성구,궁동
대덕문화원,대덕구,읍내동
중구문화원,중구,성남동
남구문화원,남구,달동
동구문화원,동구,화정동
북구문화원,북구,송정동
울주문화원,울주군,온양읍 고산리
세종문화원,세종특별자치시,조치원읍 교리
수원문화원,수원시,매산로3가
성남문화원,성남시,신흥동
의정부문화원,의정부시,신곡동
안양문화원,안양시,안양동
부천문화원,부천시,송내동
광명문화원,광명시,하안동
평택문화원,평택시,비전동
동두천문화원,동두천시,상패동
안산문화원,안산시,사동
고양문화원,고양시,대화동
과천문화원,과천시,문원동
구리문화원,구리시,인창동
남양주문화원,남양주시,금곡동
오산문화원,오산시,오산동
시흥문화원,시흥시,하중동
군포문화원,군포시,당정동
의왕문화원,의왕시,오전동
하남문화원,하남시,덕풍동
용인문화원,용인시,삼가동
파주문화원,파주시,와동동
이천문화원,이천시,중리동
안성문화원,안성시,보개면 양복리
김포문화원,김포시,운양동
화성문화원,화성시,향남읍 행정리
광주문화원,광주시,경안동
양주문화원,양주시,광적면 가납리
포천문화원,포천시,신읍동
여주문화원,여주시,천송동
연천문화원,연천군,연천읍 현가리
가평문화원,가평군,가평읍 대곡리
양평문화원,양평군,양평읍 양근리
춘천문화원,춘천시,퇴계동
원주문화원,원주시,원동
강릉문화원,강릉시,교동
동해문화원,동해시,천곡동
태백문화원,태백시,황지동
속초문화원,속초시,영랑동
삼척문화원,삼척시,읍중동
홍천문화원,홍천군,홍천읍 연봉리
횡성문화원,횡성군,횡성읍 읍하리
영월문화원,영월군,영월읍 영흥리
평창문화원,평창군,평창읍 종부리
정선문화원,정선군,정선읍 봉양리
철원문화원,철원군,갈말읍 신철원리
화천문화원,화천군,화천읍 하리
양구문화원,양구군,양구읍 상리
인제문화원,인제군,인제읍 남북리
고성문화원,고성군,간성읍 하리
양양문화원,양양군,양양읍 서문리
청주문화원,청주시,방서동
충주문화원,충주시,칠금동
제천문화원,제천시,중앙로2가
보은문화원,보은군,보은읍 이평리
옥천문화원,옥천군,옥천읍 문정리
영동문화원,영동군,영동읍 계산리
증평문화원,증평군,증평읍 장동리
진천문화원,진천군,진천읍 교성리
괴산문화원,괴산군,괴산읍 동부리
음성문화원,음성군,음성읍 읍내리
단양문화원,단양군,단양읍 별곡리
천안시동남구문화원,천안시,병천면 병천리
천안시서북구문화원,천안시,성환읍 성환리
공주문화원,공주시,반죽동
보령문화원,보령시,대천동
온양문화원,아산시,온천동
서산문화원,서산시,읍내동
논산문화원,논산시,지산동
당진문화원,당진시,읍내동
금산문화원,금산군,금산읍 중도리
부여문화원,부여군,부여읍 동남리
서천문화원,서천군,서천읍 사곡리
청양문화원,청양군,청양읍 읍내리
홍성문화원,홍성군,홍성읍 고암리
예산문화원,예산군,예산읍 대회리
태안문화원,태안군,태안읍 동문리
전주문화원,전주시,진북동
군산문화원,군산시,나운동
익산문화원,익산시,어양동
정읍문화원,정읍시,연지동
남원문화원,남원시,하정동
김제문화원,김제시,서암동
완주문화원,완주군,고산면 읍내리
진안문화원,진안군,진안읍 군하리
무주문화원,무주군,무주읍 당산리
장수문화원,장수군,장수읍 두산리
임실문화원,임실군,임실읍 이도리
순창문화원,순창군,순창읍 남계리
고창문화원,고창군,고창읍 교촌리
부안문화원,부안군,부안읍 서외리
목포문화원,목포시,상락동1가
여수문화원,여수시,종화동
순천문화원,순천시,장천동
나주문화원,나주시,송월동
광양문화원,광양시,광양읍 읍내리
담양문화원,담양군,담양읍 천변리
곡성문화원,곡성군,곡성읍 읍내리
구례문화원,구례군,구례읍 봉동리
고흥문화원,고흥군,고흥읍 호형리
보성문화원,보성군,보성읍 보성리
화순문화원,화순군,화순읍 교리
장흥문화원,장흥군,장흥읍 남동리
강진문화원,강진군,강진읍 남성리
해남문화원,해남군,해남읍 수성리
영암문화원,영암군,영암읍 교동리
무안문화원,무안군,무안읍 교촌리
함평문화원,함평군,함평읍 기각리
영광문화원,영광군,영광읍 무령리
장성문화원,장성군,장성읍 기산리
완도문화원,완도군,완도읍 가용리
진도문화원,진도군,진도읍 동외리
신안문화원,신안군,만호동
포항문화원,포항시,우현동
경주문화원,경주시,동부동
김천문화원,김천시,남산동
안동문화원,안동시,동부동
구미문화원,구미시,선산읍 동부리
영주문화원,영주시,가흥동
영천문화원,영천시,창구동
상주문화원,상주시,남성동
문경문화원,문경시,점촌동
경산문화원,경산시,서상동
군위문화원,군위군,군위읍 서부리
의성문화원,의성군,의성읍 철파리
청송문화원,청송군,청송읍 금곡리
영양문화원,영양군,영양읍 서부리
영덕문화원,영덕군,영덕읍 화개리
청도문화원,청도군,화양읍 범곡리
고령문화원,고령군,대가야읍 지산리
성주문화원,성주군,성주읍 경산리
칠곡문화원,칠곡군,왜관읍 왜관리
예천문화원,예천군,예천읍 서본리
봉화문화원,봉화군,봉화읍 내성리
울진문화원,울진군,울진읍 연지리
울릉문화원,울릉군,울릉읍 도동리
창원문화원,창원시,용호동
마산문화원,창원시,중앙동2가
진해문화원,창원시,통신동
진주문화원,진주시,남성동
통영문화원,통영시,문화동
사천문화원,사천시,벌리동
김해문화원,김해시,외동
밀양문화원,밀양시,삼문동
거제문화원,거제시,장승포동
양산문화원,양산시,북정동
의령문화원,의령군,의령읍 동동리
함안문화원,함안군,가야읍 도항리
창녕문화원,창녕군,창녕읍 교상리
고성문화원,고성군,고성읍 교사리
남해문화원,남해군,남해읍 차산리
하동문화원,하동군,하동읍 읍내리
산청문화원,산청군,산청읍 지리
함양문화원,함양군,함양읍 교산리
거창문화원,거창군,거창읍 장팔리
합천문화원,합천군,합천읍 합천리
제주문화원,제주시,삼도이동
서귀포문화원,서귀포시,서귀동
서울문화재단,종로구,동숭동
부산문화재단,남구,감만동
대구문화재단,중구,대봉동
인천문화재단,중구,해안동2가
